As At,Year,Month number,Offence category,Offence type,Alcohol involvement,DV involvement,Reporting Region,Statistical Area 2,Number of offences,Crime Type,Date
1/04/2026,2024,5,02 Assault,021 Serious Assault,No,Yes,NT Balance,Petermann - Simpson,6,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,021 Serious Assault,No,Yes,NT Balance,Sandover - Plenty,3,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,021 Serious Assault,No,Yes,NT Balance,Tanami,9,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,021 Serious Assault,No,Yes,NT Balance,Thamarrurr,17,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,021 Serious Assault,No,Yes,NT Balance,Tiwi Islands,3,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,021 Serious Assault,No,Yes,NT Balance,Victoria River,2,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,021 Serious Assault,No,Yes,NT Balance,West Arnhem,14,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,021 Serious Assault,No,Yes,NT Balance,Yuendumu - Anmatjere,9,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,021 Serious Assault,No,Yes,NT Balance,Unknown ,3,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,021 Serious Assault,Yes,No,Darwin,,25,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,021 Serious Assault,Yes,No,Palmerston,,5,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,021 Serious Assault,Yes,No,Alice Springs,,15,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,021 Serious Assault,Yes,No,Katherine,,8,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,021 Serious Assault,Yes,No,Tennant Creek,,5,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,021 Serious Assault,Yes,No,NT Balance,Alligator,1,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,021 Serious Assault,Yes,No,NT Balance,Daly,1,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,021 Serious Assault,Yes,No,NT Balance,Gulf,2,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,021 Serious Assault,Yes,No,NT Balance,Thamarrurr,3,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,021 Serious Assault,Yes,No,NT Balance,Weddell,1,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,021 Serious Assault,Yes,No,NT Balance,West Arnhem,2,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,021 Serious Assault,Yes,No,NT Balance,Unknown ,1,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,021 Serious Assault,Yes,Yes,Darwin,,53,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,021 Serious Assault,Yes,Yes,Palmerston,,38,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,021 Serious Assault,Yes,Yes,Alice Springs,,57,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,021 Serious Assault,Yes,Yes,Katherine,,42,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,021 Serious Assault,Yes,Yes,Tennant Creek,,29,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,021 Serious Assault,Yes,Yes,Nhulunbuy,,3,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Alligator,5,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Barkly,1,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Daly,4,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,East Arnhem,6,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Elsey,13,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Gulf,7,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Howard Springs,2,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Humpty Doo,1,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Petermann - Simpson,3,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Sandover - Plenty,1,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Tanami,5,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Thamarrurr,5,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Tiwi Islands,1,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Victoria River,2,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,West Arnhem,3,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,022 Assault of a prescribed officer,No,No,Darwin,,1,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,022 Assault of a prescribed officer,No,No,Alice Springs,,4,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,022 Assault of a prescribed officer,No,No,NT Balance,East Arnhem,1,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,022 Assault of a prescribed officer,No,Yes,Palmerston,,1,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,022 Assault of a prescribed officer,Yes,No,Darwin,,3,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,022 Assault of a prescribed officer,Yes,No,Palmerston,,1,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,022 Assault of a prescribed officer,Yes,No,Alice Springs,,2,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,022 Assault of a prescribed officer,Yes,No,NT Balance,Thamarrurr,1,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,022 Assault of a prescribed officer,Yes,Yes,Alice Springs,,1,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,022 Assault of a prescribed officer,Yes,Yes,Katherine,,1,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,023 Common Assault,No,No,Darwin,,33,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,023 Common Assault,No,No,Palmerston,,8,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,023 Common Assault,No,No,Alice Springs,,13,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,023 Common Assault,No,No,Katherine,,1,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,023 Common Assault,No,No,Tennant Creek,,3,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,023 Common Assault,No,No,NT Balance,Alligator,3,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,023 Common Assault,No,No,NT Balance,East Arnhem,2,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,023 Common Assault,No,No,NT Balance,Elsey,1,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,023 Common Assault,No,No,NT Balance,Howard Springs,7,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,023 Common Assault,No,No,NT Balance,Humpty Doo,1,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,023 Common Assault,No,No,NT Balance,Petermann - Simpson,1,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,023 Common Assault,No,No,NT Balance,Sandover - Plenty,3,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,023 Common Assault,No,No,NT Balance,Tanami,1,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,023 Common Assault,No,No,NT Balance,Thamarrurr,2,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,023 Common Assault,No,No,NT Balance,Victoria River,2,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,023 Common Assault,No,No,NT Balance,West Arnhem,1,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,023 Common Assault,No,Yes,Darwin,,14,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,023 Common Assault,No,Yes,Palmerston,,6,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,023 Common Assault,No,Yes,Alice Springs,,6,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,023 Common Assault,No,Yes,Katherine,,1,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,023 Common Assault,No,Yes,Tennant Creek,,1,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,023 Common Assault,No,Yes,NT Balance,Alligator,1,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,023 Common Assault,No,Yes,NT Balance,East Arnhem,4,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,023 Common Assault,No,Yes,NT Balance,Petermann - Simpson,1,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,023 Common Assault,No,Yes,NT Balance,Sandover - Plenty,1,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,023 Common Assault,No,Yes,NT Balance,Thamarrurr,6,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,023 Common Assault,No,Yes,NT Balance,Victoria River,1,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,023 Common Assault,No,Yes,NT Balance,West Arnhem,1,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,023 Common Assault,No,Yes,NT Balance,Yuendumu - Anmatjere,2,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,023 Common Assault,No,Yes,NT Balance,Unknown ,1,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,023 Common Assault,Yes,No,Darwin,,8,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,023 Common Assault,Yes,No,Palmerston,,1,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,023 Common Assault,Yes,No,Alice Springs,,1,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,023 Common Assault,Yes,No,Katherine,,2,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,023 Common Assault,Yes,No,Tennant Creek,,2,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,023 Common Assault,Yes,No,Nhulunbuy,,1,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,023 Common Assault,Yes,No,NT Balance,Gulf,1,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,023 Common Assault,Yes,No,NT Balance,Tanami,2,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,023 Common Assault,Yes,Yes,Darwin,,7,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,023 Common Assault,Yes,Yes,Palmerston,,4,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,023 Common Assault,Yes,Yes,Alice Springs,,4,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,023 Common Assault,Yes,Yes,Katherine,,6,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,023 Common Assault,Yes,Yes,NT Balance,Barkly,1,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,023 Common Assault,Yes,Yes,NT Balance,East Arnhem,2,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,023 Common Assault,Yes,Yes,NT Balance,Gulf,1,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,023 Common Assault,Yes,Yes,NT Balance,Sandover - Plenty,1,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,023 Common Assault,Yes,Yes,NT Balance,Thamarrurr,1,Assault,2024-05-01
1/04/2026,2024,5,02 Assault,023 Common Assault,Yes,Yes,NT Balance,Unknown ,1,Assault,2024-05-01
1/04/2026,2024,5,03 Sexual offences,031 Sexual assault of an adult,Unknown,Unknown,Darwin,,16,Sexual Offences,2024-05-01
1/04/2026,2024,5,03 Sexual offences,031 Sexual assault of an adult,Unknown,Unknown,Palmerston,,5,Sexual Offences,2024-05-01
1/04/2026,2024,5,03 Sexual offences,031 Sexual assault of an adult,Unknown,Unknown,Alice Springs,,5,Sexual Offences,2024-05-01
1/04/2026,2024,5,03 Sexual offences,031 Sexual assault of an adult,Unknown,Unknown,Katherine,,1,Sexual Offences,2024-05-01
1/04/2026,2024,5,03 Sexual offences,031 Sexual assault of an adult,Unknown,Unknown,NT Balance,Barkly,1,Sexual Offences,2024-05-01
1/04/2026,2024,5,03 Sexual offences,031 Sexual assault of an adult,Unknown,Unknown,NT Balance,Gulf,1,Sexual Offences,2024-05-01
1/04/2026,2024,5,03 Sexual offences,031 Sexual assault of an adult,Unknown,Unknown,NT Balance,West Arnhem,3,Sexual Offences,2024-05-01
1/04/2026,2024,5,03 Sexual offences,031 Sexual assault of an adult,Unknown,Unknown,NT Balance,Unknown ,1,Sexual Offences,2024-05-01
1/04/2026,2024,5,03 Sexual offences,032 Sexual assault of a child,Unknown,Unknown,Darwin,,2,Sexual Offences,2024-05-01
1/04/2026,2024,5,03 Sexual offences,032 Sexual assault of a child,Unknown,Unknown,Alice Springs,,1,Sexual Offences,2024-05-01
1/04/2026,2024,5,03 Sexual offences,032 Sexual assault of a child,Unknown,Unknown,NT Balance,Daly,1,Sexual Offences,2024-05-01
1/04/2026,2024,5,03 Sexual offences,032 Sexual assault of a child,Unknown,Unknown,NT Balance,Gulf,1,Sexual Offences,2024-05-01
1/04/2026,2024,5,03 Sexual offences,032 Sexual assault of a child,Unknown,Unknown,NT Balance,Tanami,1,Sexual Offences,2024-05-01
1/04/2026,2024,5,03 Sexual offences,032 Sexual assault of a child,Unknown,Unknown,NT Balance,Thamarrurr,1,Sexual Offences,2024-05-01
1/04/2026,2024,5,03 Sexual offences,"033, 034 Other child-related sexual offences",Unknown,Unknown,Palmerston,,1,Sexual Offences,2024-05-01
1/04/2026,2024,5,03 Sexual offences,"033, 034 Other child-related sexual offences",Unknown,Unknown,Katherine,,1,Sexual Offences,2024-05-01
1/04/2026,2024,5,03 Sexual offences,"033, 034 Other child-related sexual offences",Unknown,Unknown,NT Balance,Daly,1,Sexual Offences,2024-05-01
1/04/2026,2024,5,03 Sexual offences,"035, 039 Other sexual offences",Unknown,Unknown,Darwin,,5,Sexual Offences,2024-05-01
1/04/2026,2024,5,03 Sexual offences,"035, 039 Other sexual offences",Unknown,Unknown,Alice Springs,,3,Sexual Offences,2024-05-01
1/04/2026,2024,5,04 Harm or endanger persons,"041, 042, 043 Human trafficking, abduction, deprivation of liberty",Unknown,Unknown,Darwin,,1,Harm/Endanger,2024-05-01
1/04/2026,2024,5,04 Harm or endanger persons,"041, 042, 043 Human trafficking, abduction, deprivation of liberty",Unknown,Unknown,NT Balance,Gulf,1,Harm/Endanger,2024-05-01
1/04/2026,2024,5,04 Harm or endanger persons,"044 Acts that threaten, harass or control",Unknown,Unknown,Darwin,,17,Harm/Endanger,2024-05-01
1/04/2026,2024,5,04 Harm or endanger persons,"044 Acts that threaten, harass or control",Unknown,Unknown,Palmerston,,9,Harm/Endanger,2024-05-01
1/04/2026,2024,5,04 Harm or endanger persons,"044 Acts that threaten, harass or control",Unknown,Unknown,Alice Springs,,8,Harm/Endanger,2024-05-01
1/04/2026,2024,5,04 Harm or endanger persons,"044 Acts that threaten, harass or control",Unknown,Unknown,Tennant Creek,,2,Harm/Endanger,2024-05-01
1/04/2026,2024,5,04 Harm or endanger persons,"044 Acts that threaten, harass or control",Unknown,Unknown,NT Balance,Daly,2,Harm/Endanger,2024-05-01
1/04/2026,2024,5,04 Harm or endanger persons,"044 Acts that threaten, harass or control",Unknown,Unknown,NT Balance,East Arnhem,2,Harm/Endanger,2024-05-01
1/04/2026,2024,5,04 Harm or endanger persons,"044 Acts that threaten, harass or control",Unknown,Unknown,NT Balance,Elsey,1,Harm/Endanger,2024-05-01
1/04/2026,2024,5,04 Harm or endanger persons,"044 Acts that threaten, harass or control",Unknown,Unknown,NT Balance,Humpty Doo,1,Harm/Endanger,2024-05-01
1/04/2026,2024,5,04 Harm or endanger persons,"044 Acts that threaten, harass or control",Unknown,Unknown,NT Balance,Sandover - Plenty,1,Harm/Endanger,2024-05-01
1/04/2026,2024,5,04 Harm or endanger persons,"044 Acts that threaten, harass or control",Unknown,Unknown,NT Balance,Tanami,3,Harm/Endanger,2024-05-01
1/04/2026,2024,5,04 Harm or endanger persons,"044 Acts that threaten, harass or control",Unknown,Unknown,NT Balance,Thamarrurr,2,Harm/Endanger,2024-05-01
1/04/2026,2024,5,04 Harm or endanger persons,"044 Acts that threaten, harass or control",Unknown,Unknown,NT Balance,Victoria River,1,Harm/Endanger,2024-05-01
1/04/2026,2024,5,04 Harm or endanger persons,"044 Acts that threaten, harass or control",Unknown,Unknown,NT Balance,Virginia,1,Harm/Endanger,2024-05-01
1/04/2026,2024,5,04 Harm or endanger persons,"044 Acts that threaten, harass or control",Unknown,Unknown,NT Balance,West Arnhem,3,Harm/Endanger,2024-05-01
1/04/2026,2024,5,04 Harm or endanger persons,"044 Acts that threaten, harass or control",Unknown,Unknown,NT Balance,Yuendumu - Anmatjere,1,Harm/Endanger,2024-05-01
1/04/2026,2024,5,04 Harm or endanger persons,"044 Acts that threaten, harass or control",Unknown,Unknown,NT Balance,Unknown ,3,Harm/Endanger,2024-05-01
1/04/2026,2024,5,04 Harm or endanger persons,049 Other acts that harm or endanger persons,Unknown,Unknown,Darwin,,2,Harm/Endanger,2024-05-01
1/04/2026,2024,5,04 Harm or endanger persons,049 Other acts that harm or endanger persons,Unknown,Unknown,Palmerston,,2,Harm/Endanger,2024-05-01
1/04/2026,2024,5,04 Harm or endanger persons,049 Other acts that harm or endanger persons,Unknown,Unknown,Alice Springs,,6,Harm/Endanger,2024-05-01
1/04/2026,2024,5,04 Harm or endanger persons,049 Other acts that harm or endanger persons,Unknown,Unknown,Katherine,,1,Harm/Endanger,2024-05-01
1/04/2026,2024,5,04 Harm or endanger persons,049 Other acts that harm or endanger persons,Unknown,Unknown,NT Balance,Alligator,2,Harm/Endanger,2024-05-01
1/04/2026,2024,5,04 Harm or endanger persons,049 Other acts that harm or endanger persons,Unknown,Unknown,NT Balance,Anindilyakwa,1,Harm/Endanger,2024-05-01
1/04/2026,2024,5,04 Harm or endanger persons,049 Other acts that harm or endanger persons,Unknown,Unknown,NT Balance,Gulf,2,Harm/Endanger,2024-05-01
1/04/2026,2024,5,04 Harm or endanger persons,049 Other acts that harm or endanger persons,Unknown,Unknown,NT Balance,Tanami,1,Harm/Endanger,2024-05-01
1/04/2026,2024,5,04 Harm or endanger persons,049 Other acts that harm or endanger persons,Unknown,Unknown,NT Balance,Thamarrurr,1,Harm/Endanger,2024-05-01
1/04/2026,2024,5,04 Harm or endanger persons,049 Other acts that harm or endanger persons,Unknown,Unknown,NT Balance,Yuendumu - Anmatjere,1,Harm/Endanger,2024-05-01
1/04/2026,2024,5,"05 Robbery, blackmail, and extortion",051 Robbery,Unknown,Unknown,Darwin,,18,Robbery/Extortion,2024-05-01
1/04/2026,2024,5,"05 Robbery, blackmail, and extortion",051 Robbery,Unknown,Unknown,Palmerston,,7,Robbery/Extortion,2024-05-01
1/04/2026,2024,5,"05 Robbery, blackmail, and extortion",051 Robbery,Unknown,Unknown,Alice Springs,,9,Robbery/Extortion,2024-05-01
1/04/2026,2024,5,"05 Robbery, blackmail, and extortion",051 Robbery,Unknown,Unknown,Katherine,,3,Robbery/Extortion,2024-05-01
1/04/2026,2024,5,"05 Robbery, blackmail, and extortion",051 Robbery,Unknown,Unknown,Tennant Creek,,1,Robbery/Extortion,2024-05-01
1/04/2026,2024,5,"05 Robbery, blackmail, and extortion",052 Blackmail or other extortion,Unknown,Unknown,Alice Springs,,1,Robbery/Extortion,2024-05-01
1/04/2026,2024,5,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",Unknown,Unknown,Darwin,,40,Dwelling Burglary,2024-05-01
1/04/2026,2024,5,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",Unknown,Unknown,Palmerston,,19,Dwelling Burglary,2024-05-01
1/04/2026,2024,5,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",Unknown,Unknown,Alice Springs,,79,Dwelling Burglary,2024-05-01
1/04/2026,2024,5,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",Unknown,Unknown,Katherine,,19,Dwelling Burglary,2024-05-01
1/04/2026,2024,5,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",Unknown,Unknown,Tennant Creek,,8,Dwelling Burglary,2024-05-01
1/04/2026,2024,5,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",Unknown,Unknown,Nhulunbuy,,3,Dwelling Burglary,2024-05-01
1/04/2026,2024,5,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",Unknown,Unknown,NT Balance,Alligator,1,Dwelling Burglary,2024-05-01
1/04/2026,2024,5,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",Unknown,Unknown,NT Balance,Anindilyakwa,3,Dwelling Burglary,2024-05-01
1/04/2026,2024,5,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",Unknown,Unknown,NT Balance,Barkly,1,Dwelling Burglary,2024-05-01
1/04/2026,2024,5,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",Unknown,Unknown,NT Balance,Daly,1,Dwelling Burglary,2024-05-01
1/04/2026,2024,5,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",Unknown,Unknown,NT Balance,East Arnhem,2,Dwelling Burglary,2024-05-01
