As At,Year,Month number,Offence category,Offence type,Alcohol involvement,DV involvement,Reporting Region,Statistical Area 2,Number of offences,Crime Type,Date
1/04/2026,2025,2,02 Assault,021 Serious Assault,No,Yes,NT Balance,West Arnhem,21,Assault,2025-02-01
1/04/2026,2025,2,02 Assault,021 Serious Assault,No,Yes,NT Balance,Yuendumu - Anmatjere,5,Assault,2025-02-01
1/04/2026,2025,2,02 Assault,021 Serious Assault,No,Yes,NT Balance,Unknown ,3,Assault,2025-02-01
1/04/2026,2025,2,02 Assault,021 Serious Assault,Yes,No,Darwin,,19,Assault,2025-02-01
1/04/2026,2025,2,02 Assault,021 Serious Assault,Yes,No,Palmerston,,10,Assault,2025-02-01
1/04/2026,2025,2,02 Assault,021 Serious Assault,Yes,No,Alice Springs,,17,Assault,2025-02-01
1/04/2026,2025,2,02 Assault,021 Serious Assault,Yes,No,Katherine,,3,Assault,2025-02-01
1/04/2026,2025,2,02 Assault,021 Serious Assault,Yes,No,Tennant Creek,,4,Assault,2025-02-01
1/04/2026,2025,2,02 Assault,021 Serious Assault,Yes,No,NT Balance,Gulf,1,Assault,2025-02-01
1/04/2026,2025,2,02 Assault,021 Serious Assault,Yes,No,NT Balance,Petermann - Simpson,1,Assault,2025-02-01
1/04/2026,2025,2,02 Assault,021 Serious Assault,Yes,No,NT Balance,Tanami,1,Assault,2025-02-01
1/04/2026,2025,2,02 Assault,021 Serious Assault,Yes,No,NT Balance,Unknown ,2,Assault,2025-02-01
1/04/2026,2025,2,02 Assault,021 Serious Assault,Yes,Yes,Darwin,,72,Assault,2025-02-01
1/04/2026,2025,2,02 Assault,021 Serious Assault,Yes,Yes,Palmerston,,24,Assault,2025-02-01
1/04/2026,2025,2,02 Assault,021 Serious Assault,Yes,Yes,Alice Springs,,55,Assault,2025-02-01
1/04/2026,2025,2,02 Assault,021 Serious Assault,Yes,Yes,Katherine,,40,Assault,2025-02-01
1/04/2026,2025,2,02 Assault,021 Serious Assault,Yes,Yes,Tennant Creek,,24,Assault,2025-02-01
1/04/2026,2025,2,02 Assault,021 Serious Assault,Yes,Yes,Nhulunbuy,,1,Assault,2025-02-01
1/04/2026,2025,2,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Alligator,4,Assault,2025-02-01
1/04/2026,2025,2,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Barkly,6,Assault,2025-02-01
1/04/2026,2025,2,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Daly,5,Assault,2025-02-01
1/04/2026,2025,2,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,East Arnhem,2,Assault,2025-02-01
1/04/2026,2025,2,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Elsey,1,Assault,2025-02-01
1/04/2026,2025,2,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Gulf,1,Assault,2025-02-01
1/04/2026,2025,2,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Humpty Doo,2,Assault,2025-02-01
1/04/2026,2025,2,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Petermann - Simpson,1,Assault,2025-02-01
1/04/2026,2025,2,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Sandover - Plenty,1,Assault,2025-02-01
1/04/2026,2025,2,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Tanami,3,Assault,2025-02-01
1/04/2026,2025,2,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Thamarrurr,4,Assault,2025-02-01
1/04/2026,2025,2,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Tiwi Islands,3,Assault,2025-02-01
1/04/2026,2025,2,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Victoria River,2,Assault,2025-02-01
1/04/2026,2025,2,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Weddell,1,Assault,2025-02-01
1/04/2026,2025,2,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,West Arnhem,3,Assault,2025-02-01
1/04/2026,2025,2,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Yuendumu - Anmatjere,1,Assault,2025-02-01
1/04/2026,2025,2,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Unknown ,1,Assault,2025-02-01
1/04/2026,2025,2,02 Assault,022 Assault of a prescribed officer,No,No,Darwin,,2,Assault,2025-02-01
1/04/2026,2025,2,02 Assault,022 Assault of a prescribed officer,No,No,Alice Springs,,4,Assault,2025-02-01
1/04/2026,2025,2,02 Assault,022 Assault of a prescribed officer,No,No,Katherine,,1,Assault,2025-02-01
1/04/2026,2025,2,02 Assault,022 Assault of a prescribed officer,No,No,NT Balance,East Arnhem,3,Assault,2025-02-01
1/04/2026,2025,2,02 Assault,022 Assault of a prescribed officer,No,Yes,NT Balance,Yuendumu - Anmatjere,1,Assault,2025-02-01
1/04/2026,2025,2,02 Assault,022 Assault of a prescribed officer,Yes,No,Darwin,,3,Assault,2025-02-01
1/04/2026,2025,2,02 Assault,022 Assault of a prescribed officer,Yes,No,Alice Springs,,2,Assault,2025-02-01
1/04/2026,2025,2,02 Assault,022 Assault of a prescribed officer,Yes,Yes,Darwin,,1,Assault,2025-02-01
1/04/2026,2025,2,02 Assault,022 Assault of a prescribed officer,Yes,Yes,Katherine,,1,Assault,2025-02-01
1/04/2026,2025,2,02 Assault,022 Assault of a prescribed officer,Yes,Yes,Tennant Creek,,2,Assault,2025-02-01
1/04/2026,2025,2,02 Assault,023 Common Assault,No,No,Darwin,,25,Assault,2025-02-01
1/04/2026,2025,2,02 Assault,023 Common Assault,No,No,Palmerston,,6,Assault,2025-02-01
1/04/2026,2025,2,02 Assault,023 Common Assault,No,No,Alice Springs,,6,Assault,2025-02-01
1/04/2026,2025,2,02 Assault,023 Common Assault,No,No,Katherine,,7,Assault,2025-02-01
1/04/2026,2025,2,02 Assault,023 Common Assault,No,No,NT Balance,Alligator,1,Assault,2025-02-01
1/04/2026,2025,2,02 Assault,023 Common Assault,No,No,NT Balance,Anindilyakwa,1,Assault,2025-02-01
1/04/2026,2025,2,02 Assault,023 Common Assault,No,No,NT Balance,Howard Springs,3,Assault,2025-02-01
1/04/2026,2025,2,02 Assault,023 Common Assault,No,No,NT Balance,Humpty Doo,2,Assault,2025-02-01
1/04/2026,2025,2,02 Assault,023 Common Assault,No,No,NT Balance,Petermann - Simpson,2,Assault,2025-02-01
1/04/2026,2025,2,02 Assault,023 Common Assault,No,No,NT Balance,Sandover - Plenty,2,Assault,2025-02-01
1/04/2026,2025,2,02 Assault,023 Common Assault,No,No,NT Balance,Tanami,1,Assault,2025-02-01
1/04/2026,2025,2,02 Assault,023 Common Assault,No,No,NT Balance,Thamarrurr,3,Assault,2025-02-01
1/04/2026,2025,2,02 Assault,023 Common Assault,No,No,NT Balance,Tiwi Islands,1,Assault,2025-02-01
1/04/2026,2025,2,02 Assault,023 Common Assault,No,No,NT Balance,Unknown ,3,Assault,2025-02-01
1/04/2026,2025,2,02 Assault,023 Common Assault,No,Yes,Darwin,,7,Assault,2025-02-01
1/04/2026,2025,2,02 Assault,023 Common Assault,No,Yes,Palmerston,,1,Assault,2025-02-01
1/04/2026,2025,2,02 Assault,023 Common Assault,No,Yes,Alice Springs,,6,Assault,2025-02-01
1/04/2026,2025,2,02 Assault,023 Common Assault,No,Yes,Katherine,,1,Assault,2025-02-01
1/04/2026,2025,2,02 Assault,023 Common Assault,No,Yes,NT Balance,East Arnhem,6,Assault,2025-02-01
1/04/2026,2025,2,02 Assault,023 Common Assault,No,Yes,NT Balance,Gulf,3,Assault,2025-02-01
1/04/2026,2025,2,02 Assault,023 Common Assault,No,Yes,NT Balance,Petermann - Simpson,1,Assault,2025-02-01
1/04/2026,2025,2,02 Assault,023 Common Assault,No,Yes,NT Balance,Sandover - Plenty,2,Assault,2025-02-01
1/04/2026,2025,2,02 Assault,023 Common Assault,No,Yes,NT Balance,Tanami,3,Assault,2025-02-01
1/04/2026,2025,2,02 Assault,023 Common Assault,No,Yes,NT Balance,Thamarrurr,3,Assault,2025-02-01
1/04/2026,2025,2,02 Assault,023 Common Assault,No,Yes,NT Balance,Victoria River,1,Assault,2025-02-01
1/04/2026,2025,2,02 Assault,023 Common Assault,No,Yes,NT Balance,West Arnhem,1,Assault,2025-02-01
1/04/2026,2025,2,02 Assault,023 Common Assault,No,Yes,NT Balance,Unknown ,1,Assault,2025-02-01
1/04/2026,2025,2,02 Assault,023 Common Assault,Yes,No,Darwin,,4,Assault,2025-02-01
1/04/2026,2025,2,02 Assault,023 Common Assault,Yes,No,Palmerston,,1,Assault,2025-02-01
1/04/2026,2025,2,02 Assault,023 Common Assault,Yes,No,Alice Springs,,2,Assault,2025-02-01
1/04/2026,2025,2,02 Assault,023 Common Assault,Yes,No,Tennant Creek,,1,Assault,2025-02-01
1/04/2026,2025,2,02 Assault,023 Common Assault,Yes,Yes,Darwin,,10,Assault,2025-02-01
1/04/2026,2025,2,02 Assault,023 Common Assault,Yes,Yes,Palmerston,,1,Assault,2025-02-01
1/04/2026,2025,2,02 Assault,023 Common Assault,Yes,Yes,Alice Springs,,6,Assault,2025-02-01
1/04/2026,2025,2,02 Assault,023 Common Assault,Yes,Yes,Katherine,,2,Assault,2025-02-01
1/04/2026,2025,2,02 Assault,023 Common Assault,Yes,Yes,Tennant Creek,,2,Assault,2025-02-01
1/04/2026,2025,2,02 Assault,023 Common Assault,Yes,Yes,Nhulunbuy,,1,Assault,2025-02-01
1/04/2026,2025,2,02 Assault,023 Common Assault,Yes,Yes,NT Balance,Elsey,1,Assault,2025-02-01
1/04/2026,2025,2,02 Assault,023 Common Assault,Yes,Yes,NT Balance,Weddell,1,Assault,2025-02-01
1/04/2026,2025,2,03 Sexual offences,031 Sexual assault of an adult,Unknown,Unknown,Darwin,,8,Sexual Offences,2025-02-01
1/04/2026,2025,2,03 Sexual offences,031 Sexual assault of an adult,Unknown,Unknown,Palmerston,,2,Sexual Offences,2025-02-01
1/04/2026,2025,2,03 Sexual offences,031 Sexual assault of an adult,Unknown,Unknown,Alice Springs,,7,Sexual Offences,2025-02-01
1/04/2026,2025,2,03 Sexual offences,031 Sexual assault of an adult,Unknown,Unknown,Katherine,,4,Sexual Offences,2025-02-01
1/04/2026,2025,2,03 Sexual offences,031 Sexual assault of an adult,Unknown,Unknown,NT Balance,Alligator,1,Sexual Offences,2025-02-01
1/04/2026,2025,2,03 Sexual offences,031 Sexual assault of an adult,Unknown,Unknown,NT Balance,Barkly,1,Sexual Offences,2025-02-01
1/04/2026,2025,2,03 Sexual offences,031 Sexual assault of an adult,Unknown,Unknown,NT Balance,East Arnhem,2,Sexual Offences,2025-02-01
1/04/2026,2025,2,03 Sexual offences,031 Sexual assault of an adult,Unknown,Unknown,NT Balance,Howard Springs,4,Sexual Offences,2025-02-01
1/04/2026,2025,2,03 Sexual offences,031 Sexual assault of an adult,Unknown,Unknown,NT Balance,Thamarrurr,1,Sexual Offences,2025-02-01
1/04/2026,2025,2,03 Sexual offences,031 Sexual assault of an adult,Unknown,Unknown,NT Balance,Virginia,1,Sexual Offences,2025-02-01
1/04/2026,2025,2,03 Sexual offences,031 Sexual assault of an adult,Unknown,Unknown,NT Balance,West Arnhem,1,Sexual Offences,2025-02-01
1/04/2026,2025,2,03 Sexual offences,031 Sexual assault of an adult,Unknown,Unknown,NT Balance,Unknown ,5,Sexual Offences,2025-02-01
1/04/2026,2025,2,03 Sexual offences,032 Sexual assault of a child,Unknown,Unknown,Darwin,,1,Sexual Offences,2025-02-01
1/04/2026,2025,2,03 Sexual offences,032 Sexual assault of a child,Unknown,Unknown,Palmerston,,1,Sexual Offences,2025-02-01
1/04/2026,2025,2,03 Sexual offences,032 Sexual assault of a child,Unknown,Unknown,Alice Springs,,1,Sexual Offences,2025-02-01
1/04/2026,2025,2,03 Sexual offences,032 Sexual assault of a child,Unknown,Unknown,Katherine,,1,Sexual Offences,2025-02-01
1/04/2026,2025,2,03 Sexual offences,032 Sexual assault of a child,Unknown,Unknown,NT Balance,Alligator,1,Sexual Offences,2025-02-01
1/04/2026,2025,2,03 Sexual offences,032 Sexual assault of a child,Unknown,Unknown,NT Balance,Gulf,1,Sexual Offences,2025-02-01
1/04/2026,2025,2,03 Sexual offences,032 Sexual assault of a child,Unknown,Unknown,NT Balance,Tanami,1,Sexual Offences,2025-02-01
1/04/2026,2025,2,03 Sexual offences,032 Sexual assault of a child,Unknown,Unknown,NT Balance,Tiwi Islands,1,Sexual Offences,2025-02-01
1/04/2026,2025,2,03 Sexual offences,032 Sexual assault of a child,Unknown,Unknown,NT Balance,Victoria River,2,Sexual Offences,2025-02-01
1/04/2026,2025,2,03 Sexual offences,032 Sexual assault of a child,Unknown,Unknown,NT Balance,Unknown ,1,Sexual Offences,2025-02-01
1/04/2026,2025,2,03 Sexual offences,"033, 034 Other child-related sexual offences",Unknown,Unknown,Tennant Creek,,1,Sexual Offences,2025-02-01
1/04/2026,2025,2,03 Sexual offences,"033, 034 Other child-related sexual offences",Unknown,Unknown,NT Balance,Humpty Doo,2,Sexual Offences,2025-02-01
1/04/2026,2025,2,03 Sexual offences,"033, 034 Other child-related sexual offences",Unknown,Unknown,NT Balance,West Arnhem,2,Sexual Offences,2025-02-01
1/04/2026,2025,2,03 Sexual offences,"035, 039 Other sexual offences",Unknown,Unknown,Darwin,,4,Sexual Offences,2025-02-01
1/04/2026,2025,2,03 Sexual offences,"035, 039 Other sexual offences",Unknown,Unknown,Palmerston,,6,Sexual Offences,2025-02-01
1/04/2026,2025,2,03 Sexual offences,"035, 039 Other sexual offences",Unknown,Unknown,Alice Springs,,2,Sexual Offences,2025-02-01
1/04/2026,2025,2,03 Sexual offences,"035, 039 Other sexual offences",Unknown,Unknown,Tennant Creek,,1,Sexual Offences,2025-02-01
1/04/2026,2025,2,03 Sexual offences,"035, 039 Other sexual offences",Unknown,Unknown,NT Balance,Anindilyakwa,1,Sexual Offences,2025-02-01
1/04/2026,2025,2,03 Sexual offences,"035, 039 Other sexual offences",Unknown,Unknown,NT Balance,Petermann - Simpson,1,Sexual Offences,2025-02-01
1/04/2026,2025,2,04 Harm or endanger persons,"041, 042, 043 Human trafficking, abduction, deprivation of liberty",Unknown,Unknown,Darwin,,1,Harm/Endanger,2025-02-01
1/04/2026,2025,2,04 Harm or endanger persons,"041, 042, 043 Human trafficking, abduction, deprivation of liberty",Unknown,Unknown,Palmerston,,2,Harm/Endanger,2025-02-01
1/04/2026,2025,2,04 Harm or endanger persons,"041, 042, 043 Human trafficking, abduction, deprivation of liberty",Unknown,Unknown,Alice Springs,,2,Harm/Endanger,2025-02-01
1/04/2026,2025,2,04 Harm or endanger persons,"041, 042, 043 Human trafficking, abduction, deprivation of liberty",Unknown,Unknown,NT Balance,Alligator,1,Harm/Endanger,2025-02-01
1/04/2026,2025,2,04 Harm or endanger persons,"044 Acts that threaten, harass or control",Unknown,Unknown,Darwin,,18,Harm/Endanger,2025-02-01
1/04/2026,2025,2,04 Harm or endanger persons,"044 Acts that threaten, harass or control",Unknown,Unknown,Palmerston,,6,Harm/Endanger,2025-02-01
1/04/2026,2025,2,04 Harm or endanger persons,"044 Acts that threaten, harass or control",Unknown,Unknown,Alice Springs,,13,Harm/Endanger,2025-02-01
1/04/2026,2025,2,04 Harm or endanger persons,"044 Acts that threaten, harass or control",Unknown,Unknown,Katherine,,3,Harm/Endanger,2025-02-01
1/04/2026,2025,2,04 Harm or endanger persons,"044 Acts that threaten, harass or control",Unknown,Unknown,NT Balance,Anindilyakwa,2,Harm/Endanger,2025-02-01
1/04/2026,2025,2,04 Harm or endanger persons,"044 Acts that threaten, harass or control",Unknown,Unknown,NT Balance,Barkly,1,Harm/Endanger,2025-02-01
1/04/2026,2025,2,04 Harm or endanger persons,"044 Acts that threaten, harass or control",Unknown,Unknown,NT Balance,East Arnhem,1,Harm/Endanger,2025-02-01
1/04/2026,2025,2,04 Harm or endanger persons,"044 Acts that threaten, harass or control",Unknown,Unknown,NT Balance,Howard Springs,1,Harm/Endanger,2025-02-01
1/04/2026,2025,2,04 Harm or endanger persons,"044 Acts that threaten, harass or control",Unknown,Unknown,NT Balance,Petermann - Simpson,2,Harm/Endanger,2025-02-01
1/04/2026,2025,2,04 Harm or endanger persons,"044 Acts that threaten, harass or control",Unknown,Unknown,NT Balance,Sandover - Plenty,3,Harm/Endanger,2025-02-01
1/04/2026,2025,2,04 Harm or endanger persons,"044 Acts that threaten, harass or control",Unknown,Unknown,NT Balance,Tanami,2,Harm/Endanger,2025-02-01
1/04/2026,2025,2,04 Harm or endanger persons,"044 Acts that threaten, harass or control",Unknown,Unknown,NT Balance,Thamarrurr,2,Harm/Endanger,2025-02-01
1/04/2026,2025,2,04 Harm or endanger persons,"044 Acts that threaten, harass or control",Unknown,Unknown,NT Balance,Tiwi Islands,1,Harm/Endanger,2025-02-01
1/04/2026,2025,2,04 Harm or endanger persons,"044 Acts that threaten, harass or control",Unknown,Unknown,NT Balance,Victoria River,2,Harm/Endanger,2025-02-01
1/04/2026,2025,2,04 Harm or endanger persons,"044 Acts that threaten, harass or control",Unknown,Unknown,NT Balance,West Arnhem,3,Harm/Endanger,2025-02-01
1/04/2026,2025,2,04 Harm or endanger persons,"044 Acts that threaten, harass or control",Unknown,Unknown,NT Balance,Yuendumu - Anmatjere,1,Harm/Endanger,2025-02-01
1/04/2026,2025,2,04 Harm or endanger persons,"044 Acts that threaten, harass or control",Unknown,Unknown,NT Balance,Unknown ,2,Harm/Endanger,2025-02-01
1/04/2026,2025,2,04 Harm or endanger persons,049 Other acts that harm or endanger persons,Unknown,Unknown,Darwin,,6,Harm/Endanger,2025-02-01
1/04/2026,2025,2,04 Harm or endanger persons,049 Other acts that harm or endanger persons,Unknown,Unknown,Palmerston,,4,Harm/Endanger,2025-02-01
1/04/2026,2025,2,04 Harm or endanger persons,049 Other acts that harm or endanger persons,Unknown,Unknown,Alice Springs,,2,Harm/Endanger,2025-02-01
1/04/2026,2025,2,04 Harm or endanger persons,049 Other acts that harm or endanger persons,Unknown,Unknown,Katherine,,2,Harm/Endanger,2025-02-01
1/04/2026,2025,2,04 Harm or endanger persons,049 Other acts that harm or endanger persons,Unknown,Unknown,NT Balance,Daly,2,Harm/Endanger,2025-02-01
1/04/2026,2025,2,04 Harm or endanger persons,049 Other acts that harm or endanger persons,Unknown,Unknown,NT Balance,Virginia,1,Harm/Endanger,2025-02-01
1/04/2026,2025,2,04 Harm or endanger persons,049 Other acts that harm or endanger persons,Unknown,Unknown,NT Balance,West Arnhem,1,Harm/Endanger,2025-02-01
1/04/2026,2025,2,04 Harm or endanger persons,049 Other acts that harm or endanger persons,Unknown,Unknown,NT Balance,Yuendumu - Anmatjere,1,Harm/Endanger,2025-02-01
1/04/2026,2025,2,"05 Robbery, blackmail, and extortion",051 Robbery,Unknown,Unknown,Darwin,,14,Robbery/Extortion,2025-02-01
1/04/2026,2025,2,"05 Robbery, blackmail, and extortion",051 Robbery,Unknown,Unknown,Palmerston,,4,Robbery/Extortion,2025-02-01
1/04/2026,2025,2,"05 Robbery, blackmail, and extortion",051 Robbery,Unknown,Unknown,Alice Springs,,5,Robbery/Extortion,2025-02-01
1/04/2026,2025,2,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",Unknown,Unknown,Darwin,,48,Dwelling Burglary,2025-02-01
1/04/2026,2025,2,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",Unknown,Unknown,Palmerston,,18,Dwelling Burglary,2025-02-01
1/04/2026,2025,2,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",Unknown,Unknown,Alice Springs,,24,Dwelling Burglary,2025-02-01
1/04/2026,2025,2,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",Unknown,Unknown,Katherine,,9,Dwelling Burglary,2025-02-01
1/04/2026,2025,2,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",Unknown,Unknown,Tennant Creek,,10,Dwelling Burglary,2025-02-01
1/04/2026,2025,2,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",Unknown,Unknown,Nhulunbuy,,1,Dwelling Burglary,2025-02-01
1/04/2026,2025,2,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",Unknown,Unknown,NT Balance,Anindilyakwa,6,Dwelling Burglary,2025-02-01
1/04/2026,2025,2,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",Unknown,Unknown,NT Balance,Barkly,4,Dwelling Burglary,2025-02-01
1/04/2026,2025,2,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",Unknown,Unknown,NT Balance,Daly,1,Dwelling Burglary,2025-02-01
1/04/2026,2025,2,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",Unknown,Unknown,NT Balance,East Arnhem,1,Dwelling Burglary,2025-02-01
1/04/2026,2025,2,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",Unknown,Unknown,NT Balance,Gulf,3,Dwelling Burglary,2025-02-01
1/04/2026,2025,2,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",Unknown,Unknown,NT Balance,Humpty Doo,1,Dwelling Burglary,2025-02-01
1/04/2026,2025,2,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",Unknown,Unknown,NT Balance,Tanami,1,Dwelling Burglary,2025-02-01
1/04/2026,2025,2,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",Unknown,Unknown,NT Balance,West Arnhem,2,Dwelling Burglary,2025-02-01
1/04/2026,2025,2,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",Unknown,Unknown,NT Balance,Yuendumu - Anmatjere,1,Dwelling Burglary,2025-02-01
1/04/2026,2025,2,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",Unknown,Unknown,NT Balance,Unknown ,2,Dwelling Burglary,2025-02-01
1/04/2026,2025,2,061 Burglary - dwelling,"061 Burglary - dweling (house break-ins), attempted",Unknown,Unknown,Darwin,,10,Dwelling Burglary,2025-02-01
1/04/2026,2025,2,061 Burglary - dwelling,"061 Burglary - dweling (house break-ins), attempted",Unknown,Unknown,Palmerston,,10,Dwelling Burglary,2025-02-01
1/04/2026,2025,2,061 Burglary - dwelling,"061 Burglary - dweling (house break-ins), attempted",Unknown,Unknown,Alice Springs,,4,Dwelling Burglary,2025-02-01
1/04/2026,2025,2,061 Burglary - dwelling,"061 Burglary - dweling (house break-ins), attempted",Unknown,Unknown,Tennant Creek,,1,Dwelling Burglary,2025-02-01
1/04/2026,2025,2,061 Burglary - dwelling,"061 Burglary - dweling (house break-ins), attempted",Unknown,Unknown,NT Balance,Daly,1,Dwelling Burglary,2025-02-01
1/04/2026,2025,2,061 Burglary - dwelling,"061 Burglary - dweling (house break-ins), attempted",Unknown,Unknown,NT Balance,Humpty Doo,1,Dwelling Burglary,2025-02-01
1/04/2026,2025,2,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",Unknown,Unknown,Darwin,,20,Commercial Burglary,2025-02-01
1/04/2026,2025,2,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",Unknown,Unknown,Palmerston,,14,Commercial Burglary,2025-02-01
1/04/2026,2025,2,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",Unknown,Unknown,Alice Springs,,15,Commercial Burglary,2025-02-01
1/04/2026,2025,2,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",Unknown,Unknown,Katherine,,9,Commercial Burglary,2025-02-01
1/04/2026,2025,2,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",Unknown,Unknown,Tennant Creek,,5,Commercial Burglary,2025-02-01
1/04/2026,2025,2,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",Unknown,Unknown,Nhulunbuy,,1,Commercial Burglary,2025-02-01
1/04/2026,2025,2,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",Unknown,Unknown,NT Balance,Alligator,2,Commercial Burglary,2025-02-01
1/04/2026,2025,2,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",Unknown,Unknown,NT Balance,Anindilyakwa,2,Commercial Burglary,2025-02-01
1/04/2026,2025,2,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",Unknown,Unknown,NT Balance,Barkly,1,Commercial Burglary,2025-02-01
1/04/2026,2025,2,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",Unknown,Unknown,NT Balance,Daly,3,Commercial Burglary,2025-02-01
1/04/2026,2025,2,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",Unknown,Unknown,NT Balance,East Arnhem,21,Commercial Burglary,2025-02-01
1/04/2026,2025,2,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",Unknown,Unknown,NT Balance,Elsey,1,Commercial Burglary,2025-02-01
1/04/2026,2025,2,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",Unknown,Unknown,NT Balance,Gulf,2,Commercial Burglary,2025-02-01
1/04/2026,2025,2,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",Unknown,Unknown,NT Balance,Howard Springs,1,Commercial Burglary,2025-02-01
1/04/2026,2025,2,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",Unknown,Unknown,NT Balance,Humpty Doo,1,Commercial Burglary,2025-02-01
1/04/2026,2025,2,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",Unknown,Unknown,NT Balance,Tanami,1,Commercial Burglary,2025-02-01
1/04/2026,2025,2,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",Unknown,Unknown,NT Balance,Thamarrurr,3,Commercial Burglary,2025-02-01
1/04/2026,2025,2,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",Unknown,Unknown,NT Balance,West Arnhem,3,Commercial Burglary,2025-02-01
1/04/2026,2025,2,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",Unknown,Unknown,NT Balance,Yuendumu - Anmatjere,4,Commercial Burglary,2025-02-01
1/04/2026,2025,2,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",Unknown,Unknown,NT Balance,Unknown ,3,Commercial Burglary,2025-02-01
1/04/2026,2025,2,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), attempted",Unknown,Unknown,Darwin,,5,Commercial Burglary,2025-02-01
1/04/2026,2025,2,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), attempted",Unknown,Unknown,Palmerston,,6,Commercial Burglary,2025-02-01
1/04/2026,2025,2,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), attempted",Unknown,Unknown,Alice Springs,,3,Commercial Burglary,2025-02-01
1/04/2026,2025,2,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), attempted",Unknown,Unknown,Katherine,,1,Commercial Burglary,2025-02-01
1/04/2026,2025,2,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), attempted",Unknown,Unknown,Tennant Creek,,1,Commercial Burglary,2025-02-01
1/04/2026,2025,2,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), attempted",Unknown,Unknown,Nhulunbuy,,2,Commercial Burglary,2025-02-01
1/04/2026,2025,2,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), attempted",Unknown,Unknown,NT Balance,East Arnhem,1,Commercial Burglary,2025-02-01
1/04/2026,2025,2,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), attempted",Unknown,Unknown,NT Balance,West Arnhem,1,Commercial Burglary,2025-02-01
